vertical,product,signal_type,date,value,source
education,Senpai,search_interest,2026-02,57.0,Google Trends (US)
education,Senpai,search_interest,2026-03,53.7,Google Trends (US)
education,Senpai,search_interest,2026-04,53.7,Google Trends (US)
education,Senpai,search_interest,2026-05,53.3,Google Trends (US)
education,Senpai,search_interest,2026-06,57.7,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-07,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-08,34.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-09,31.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-10,38.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-11,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-12,33.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-01,35.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-02,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-03,35.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-04,41.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-05,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-06,33.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-07,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-08,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-09,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-10,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-11,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-12,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-01,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-02,36.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-03,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-04,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-05,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-06,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-07,40.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-08,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-09,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-10,44.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-11,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-12,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-01,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-02,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-03,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-04,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-05,42.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-06,39.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-07,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-08,41.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-09,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-10,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-11,42.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-12,39.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-01,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-02,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-03,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-04,44.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-05,47.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-06,44.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-07,40.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-08,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-09,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-10,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-11,48.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-12,45.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-01,47.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-02,46.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-03,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-04,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-05,47.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-06,46.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-07,44.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-08,48.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-09,44.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-10,46.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-11,44.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-12,45.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-01,46.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-02,45.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-03,43.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-04,42.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-05,50.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-06,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-07,51.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-08,46.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-09,45.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-10,46.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-11,45.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-12,48.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-01,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-02,47.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-03,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-04,50.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-05,46.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-06,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-07,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-08,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-09,48.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-10,50.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-11,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-12,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-01,51.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-02,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-03,51.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-04,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-05,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-06,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-07,52.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-08,50.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-09,57.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-10,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-11,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-12,53.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-01,55.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-02,54.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-03,52.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-04,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-05,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-06,55.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-07,57.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-08,56.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-09,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-10,53.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-11,54.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-12,51.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-01,57.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-02,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-03,59.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-04,58.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-05,58.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-06,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-07,42.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-08,48.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-09,41.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-10,48.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-11,46.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-12,47.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-01,44.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-02,43.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-03,44.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-04,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-05,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-06,50.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-07,47.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-08,46.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-09,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-10,51.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-11,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-12,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-01,46.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-02,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-03,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-04,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-05,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-06,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-07,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-08,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-09,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-10,50.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-11,50.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-12,50.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-01,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-02,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-03,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-04,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-05,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-06,52.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-07,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-08,54.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-09,54.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-10,52.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-11,58.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-12,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-01,56.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-02,54.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-03,57.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-04,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-05,56.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-06,57.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-07,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-08,57.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-09,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-10,59.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-11,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-12,58.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-01,57.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-02,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-03,58.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-04,62.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-05,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-06,62.5,Google Trends (US)
