ticket_key,ticket_id,stage,team,enter_h,start_h,exit_h,wait_hours,service_hours,queue_len_on_entry,stage_hours
3869,TKT-003869,Verification,Tier 1,47.77085528698904,47.77085528698904,49.47126594716113,0.0,1.7004,1,1.7004
2867,TKT-002867,Triage,Tier 1,48.23586323296368,49.47126594716113,49.83768947742335,1.2354,0.3664,0,1.6018000000000001
3582,TKT-003582,Remote diagnosis,Tier 2,47.67422208499087,47.67422208499087,51.04254602702399,0.0,3.3683,0,3.3683
3582,TKT-003582,Verification,Tier 1,51.04254602702399,51.04254602702399,53.10717463889171,0.0,2.0646,0,2.0646
2058,TKT-002058,Intake,(automated),53.73636961982387,53.73636961982387,53.73636961982387,0.0,0.0,0,0.0
2058,TKT-002058,Triage,Tier 1,53.73636961982387,53.73636961982387,54.01213724846945,0.0,0.2758,0,0.2758
2867,TKT-002867,Remote diagnosis,Tier 2,49.83768947742335,49.83768947742335,56.35842892397965,0.0,6.5207,0,6.5207
2058,TKT-002058,Remote diagnosis,Tier 2,54.01213724846945,54.01213724846945,56.764028305339714,0.0,2.7519,0,2.7519
3961,TKT-003961,Intake,(automated),56.874474133369546,56.874474133369546,56.874474133369546,0.0,0.0,0,0.0
2867,TKT-002867,Verification,Tier 1,56.35842892397965,56.35842892397965,57.603457939734554,0.0,1.245,1,1.245
3961,TKT-003961,Triage,Tier 1,56.874474133369546,57.603457939734554,58.34026677213199,0.729,0.7368,0,1.4658
4977,TKT-004977,Intake,(automated),59.69128127049703,59.69128127049703,59.69128127049703,0.0,0.0,0,0.0
4977,TKT-004977,Triage,Tier 1,59.69128127049703,59.69128127049703,60.84529151129538,0.0,1.154,0,1.154
3961,TKT-003961,Remote diagnosis,Tier 2,58.34026677213199,58.34026677213199,61.26540121316686,0.0,2.9251,0,2.9251
3961,TKT-003961,Verification,Tier 1,61.26540121316686,61.26540121316686,62.642222404400826,0.0,1.3768,0,1.3768
4977,TKT-004977,Remote diagnosis,Tier 2,60.84529151129538,60.84529151129538,63.9943316239178,0.0,3.149,0,3.149
4977,TKT-004977,Verification,Tier 1,63.9943316239178,63.9943316239178,64.81535559178475,0.0,0.821,0,0.821
1668,TKT-001668,Intake,(automated),67.45159525472229,67.45159525472229,67.45159525472229,0.0,0.0,0,0.0
1668,TKT-001668,Triage,Tier 1,67.45159525472229,67.45159525472229,68.01841082115526,0.0,0.5668,0,0.5668
1668,TKT-001668,Remote diagnosis,Tier 2,68.01841082115526,68.01841082115526,72.4264239841887,0.0,4.408,0,4.408
1223,TKT-001223,Intake,(automated),76.25429216961642,76.25429216961642,76.25429216961642,0.0,0.0,0,0.0
4497,TKT-004497,Intake,(automated),76.47078683100705,76.47078683100705,76.47078683100705,0.0,0.0,0,0.0
1223,TKT-001223,Triage,Tier 1,76.25429216961642,76.25429216961642,76.92584768426879,0.0,0.6716,1,0.6716
4497,TKT-004497,Triage,Tier 1,76.47078683100705,76.92584768426879,77.3705001893283,0.4551,0.4447,0,0.8997999999999999
2058,TKT-002058,Parts & dispatch,(unstaffed wait),56.764028305339714,56.764028305339714,79.09233098902726,22.3283,0.0,0,22.3283
4497,TKT-004497,Remote diagnosis,Tier 2,77.3705001893283,77.3705001893283,80.05674205242231,0.0,2.6862,0,2.6862
4424,TKT-004424,Intake,(automated),80.43664132514871,80.43664132514871,80.43664132514871,0.0,0.0,0,0.0
2816,TKT-002816,Intake,(automated),80.6671209795539,80.6671209795539,80.6671209795539,0.0,0.0,0,0.0
1223,TKT-001223,Remote diagnosis,Tier 2,76.92584768426879,76.92584768426879,80.7265001633169,0.0,3.8007,0,3.8007
4497,TKT-004497,Verification,Tier 1,80.05674205242231,80.05674205242231,80.90238176964657,0.0,0.8456,3,0.8456
4424,TKT-004424,Triage,Tier 1,80.43664132514871,80.90238176964657,81.19744891570815,0.4657,0.2951,2,0.7607999999999999
1223,TKT-001223,Verification,Tier 1,80.7265001633169,81.19744891570815,82.40140117167522,0.4709,1.204,1,1.6749
2816,TKT-002816,Triage,Tier 1,80.6671209795539,82.40140117167522,82.56762759236798,1.7343,0.1662,0,1.9004999999999999
1973,TKT-001973,Intake,(automated),82.59650953830939,82.59650953830939,82.59650953830939,0.0,0.0,0,0.0
1668,TKT-001668,Parts & dispatch,(unstaffed wait),72.4264239841887,72.4264239841887,82.83916072242248,10.4127,0.0,0,10.4127
1973,TKT-001973,Triage,Tier 1,82.59650953830939,82.59650953830939,83.18488886076348,0.0,0.5884,0,0.5884
2816,TKT-002816,Remote diagnosis,Tier 2,82.56762759236798,82.56762759236798,83.92341424551556,0.0,1.3558,1,1.3558
4424,TKT-004424,Remote diagnosis,Tier 2,81.19744891570815,81.19744891570815,84.09983255668244,0.0,2.9024,0,2.9024
2816,TKT-002816,Verification,Tier 1,83.92341424551556,83.92341424551556,84.94348167005663,0.0,1.0201,1,1.0201
4424,TKT-004424,Verification,Tier 1,84.09983255668244,84.94348167005663,86.14142407164354,0.8436,1.1979,0,2.0415
2058,TKT-002058,On-site repair,Field Ops,79.09233098902726,79.09233098902726,88.34460516259708,0.0,9.2523,1,9.2523
2058,TKT-002058,Verification,Tier 1,88.34460516259708,88.34460516259708,89.54474672985964,0.0,1.2001,0,1.2001
1668,TKT-001668,On-site repair,Field Ops,82.83916072242248,88.34460516259708,90.71409954685005,5.5054,2.3695,0,7.8749
3845,TKT-003845,Intake,(automated),91.3265642842667,91.3265642842667,91.3265642842667,0.0,0.0,0,0.0
1973,TKT-001973,Remote diagnosis,Tier 2,83.18488886076348,83.92341424551556,91.33591468425297,0.7385,7.4125,0,8.151
1668,TKT-001668,Verification,Tier 1,90.71409954685005,90.71409954685005,92.14522075857435,0.0,1.4311,2,1.4311
3845,TKT-003845,Triage,Tier 1,91.3265642842667,92.14522075857435,92.3683878690202,0.8187,0.2232,1,1.0419
306,TKT-000306,Intake,(automated),93.23683964378162,93.23683964378162,93.23683964378162,0.0,0.0,0,0.0
1973,TKT-001973,Verification,Tier 1,91.33591468425297,92.3683878690202,93.59518509496407,1.0325,1.2268,1,2.2592999999999996
306,TKT-000306,Triage,Tier 1,93.23683964378162,93.59518509496407,93.950252007212,0.3583,0.3551,0,0.7134
3845,TKT-003845,Remote diagnosis,Tier 2,92.3683878690202,92.3683878690202,96.37591176897674,0.0,4.0075,0,4.0075
306,TKT-000306,Remote diagnosis,Tier 2,93.950252007212,93.950252007212,96.58254329090505,0.0,2.6323,0,2.6323
3845,TKT-003845,Verification,Tier 1,96.37591176897674,96.37591176897674,98.65611569625925,0.0,2.2802,1,2.2802
306,TKT-000306,Verification,Tier 1,96.58254329090505,98.65611569625925,99.25108256179239,2.0736,0.595,0,2.6685999999999996
2194,TKT-002194,Intake,(automated),100.73371754340864,100.73371754340864,100.73371754340864,0.0,0.0,0,0.0
3415,TKT-003415,Intake,(automated),101.45773888868442,101.45773888868442,101.45773888868442,0.0,0.0,0,0.0
2194,TKT-002194,Triage,Tier 1,100.73371754340864,100.73371754340864,101.75795713356793,0.0,1.0242,1,1.0242
3415,TKT-003415,Triage,Tier 1,101.45773888868442,101.75795713356793,102.10762039886664,0.3002,0.3497,0,0.6499
3415,TKT-003415,Remote diagnosis,Tier 2,102.10762039886664,102.10762039886664,103.51713537971642,0.0,1.4095,0,1.4095
1934,TKT-001934,Intake,(automated),106.43650696794337,106.43650696794337,106.43650696794337,0.0,0.0,0,0.0
1934,TKT-001934,Triage,Tier 1,106.43650696794337,106.43650696794337,106.82399135473092,0.0,0.3875,0,0.3875
1310,TKT-001310,Intake,(automated),107.30826047604899,107.30826047604899,107.30826047604899,0.0,0.0,0,0.0
144,TKT-000144,Intake,(automated),107.41974067502068,107.41974067502068,107.41974067502068,0.0,0.0,0,0.0
1310,TKT-001310,Triage,Tier 1,107.30826047604899,107.30826047604899,108.05416486935776,0.0,0.7459,1,0.7459
144,TKT-000144,Triage,Tier 1,107.41974067502068,108.05416486935776,109.01241038367064,0.6344,0.9582,0,1.5926
1983,TKT-001983,Intake,(automated),109.44664328143966,109.44664328143966,109.44664328143966,0.0,0.0,0,0.0
1983,TKT-001983,Triage,Tier 1,109.44664328143966,109.44664328143966,109.84259493598154,0.0,0.396,0,0.396
2194,TKT-002194,Remote diagnosis,Tier 2,101.75795713356793,101.75795713356793,110.21461575792618,0.0,8.4567,3,8.4567
3415,TKT-003415,Parts & dispatch,(unstaffed wait),103.51713537971642,103.51713537971642,112.79065183482928,9.2735,0.0,0,9.2735
1310,TKT-001310,Remote diagnosis,Tier 2,108.05416486935776,110.21461575792618,114.10734233000066,2.1605,3.8927,2,6.0532
2555,TKT-002555,Intake,(automated),116.02551313587651,116.02551313587651,116.02551313587651,0.0,0.0,0,0.0
1934,TKT-001934,Remote diagnosis,Tier 2,106.82399135473092,106.82399135473092,117.00046592377412,0.0,10.1765,1,10.1765
2555,TKT-002555,Triage,Tier 1,116.02551313587651,116.02551313587651,117.14495442909008,0.0,1.1194,1,1.1194
144,TKT-000144,Remote diagnosis,Tier 2,109.01241038367064,117.00046592377412,117.41156383577102,7.9881,0.4111,1,8.3992
1934,TKT-001934,Verification,Tier 1,117.00046592377412,117.14495442909008,117.79957846982639,0.1445,0.6546,0,0.7990999999999999
1983,TKT-001983,Remote diagnosis,Tier 2,109.84259493598154,114.10734233000066,117.8887737648358,4.2647,3.7814,0,8.046100000000001
1983,TKT-001983,Verification,Tier 1,117.8887737648358,117.8887737648358,118.94120136360152,0.0,1.0524,0,1.0524
2555,TKT-002555,Remote diagnosis,Tier 2,117.14495442909008,117.41156383577102,119.86298079138449,0.2666,2.4514,0,2.718
3415,TKT-003415,On-site repair,Field Ops,112.79065183482928,112.79065183482928,119.92775421912113,0.0,7.1371,0,7.1371
2555,TKT-002555,Verification,Tier 1,119.86298079138449,119.86298079138449,121.0842826154675,0.0,1.2213,1,1.2213
2678,TKT-002678,Intake,(automated),122.06958874924756,122.06958874924756,122.06958874924756,0.0,0.0,0,0.0
3415,TKT-003415,Verification,Tier 1,119.92775421912113,121.0842826154675,122.39513450320649,1.1565,1.3109,1,2.4674
2678,TKT-002678,Triage,Tier 1,122.06958874924756,122.39513450320649,123.11016222008357,0.3255,0.715,0,1.0405
2678,TKT-002678,Remote diagnosis,Tier 2,123.11016222008357,123.11016222008357,125.5691442878854,0.0,2.459,0,2.459
4117,TKT-004117,Intake,(automated),126.569160687428,126.569160687428,126.569160687428,0.0,0.0,0,0.0
4117,TKT-004117,Triage,Tier 1,126.569160687428,126.569160687428,127.03815942398727,0.0,0.469,0,0.469
4117,TKT-004117,Remote diagnosis,Tier 2,127.03815942398727,127.03815942398727,128.95149428734933,0.0,1.9133,0,1.9133
2194,TKT-002194,Parts & dispatch,(unstaffed wait),110.21461575792618,110.21461575792618,136.2393707002842,26.0248,0.0,0,26.0248
2744,TKT-002744,Intake,(automated),137.34574771293057,137.34574771293057,137.34574771293057,0.0,0.0,0,0.0
2744,TKT-002744,Triage,Tier 1,137.34574771293057,137.34574771293057,137.6516607544845,0.0,0.3059,0,0.3059
38,TKT-000038,Intake,(automated),138.8258851626032,138.8258851626032,138.8258851626032,0.0,0.0,0,0.0
2678,TKT-002678,Parts & dispatch,(unstaffed wait),125.5691442878854,125.5691442878854,138.9392393670156,13.3701,0.0,0,13.3701
38,TKT-000038,Triage,Tier 1,138.8258851626032,138.8258851626032,139.12139192291946,0.0,0.2955,0,0.2955
1875,TKT-001875,Intake,(automated),140.88019008587523,140.88019008587523,140.88019008587523,0.0,0.0,0,0.0
2744,TKT-002744,Remote diagnosis,Tier 2,137.6516607544845,137.6516607544845,141.16689991887867,0.0,3.5152,0,3.5152
1875,TKT-001875,Triage,Tier 1,140.88019008587523,140.88019008587523,141.2668595661752,0.0,0.3867,1,0.3867
2744,TKT-002744,Verification,Tier 1,141.16689991887867,141.2668595661752,141.88336018167348,0.1,0.6165,0,0.7165
1933,TKT-001933,Intake,(automated),142.00021936336833,142.00021936336833,142.00021936336833,0.0,0.0,0,0.0
1875,TKT-001875,Remote diagnosis,Tier 2,141.2668595661752,141.2668595661752,142.55555685127794,0.0,1.2887,0,1.2887
1933,TKT-001933,Triage,Tier 1,142.00021936336833,142.00021936336833,142.5804947541108,0.0,0.5803,0,0.5803
38,TKT-000038,Remote diagnosis,Tier 2,139.12139192291946,139.12139192291946,143.57756793766603,0.0,4.4562,0,4.4562
38,TKT-000038,Verification,Tier 1,143.57756793766603,143.57756793766603,144.9966675794946,0.0,1.4191,0,1.4191
4117,TKT-004117,Parts & dispatch,(unstaffed wait),128.95149428734933,128.95149428734933,147.71863235616905,18.7671,0.0,0,18.7671
2194,TKT-002194,On-site repair,Field Ops,136.2393707002842,136.2393707002842,147.74074762593216,0.0,11.5014,2,11.5014
1933,TKT-001933,Remote diagnosis,Tier 2,142.5804947541108,142.5804947541108,148.19777427833154,0.0,5.6173,0,5.6173
1694,TKT-001694,Intake,(automated),150.05313086628001,150.05313086628001,150.05313086628001,0.0,0.0,0,0.0
2194,TKT-002194,Verification,Tier 1,147.74074762593216,147.74074762593216,150.43584823449387,0.0,2.6951,2,2.6951
1875,TKT-001875,Parts & dispatch,(unstaffed wait),142.55555685127794,142.55555685127794,151.21511227200264,8.6596,0.0,0,8.6596
1933,TKT-001933,Verification,Tier 1,148.19777427833154,150.43584823449387,152.24172851223778,2.2381,1.8059,1,4.0440000000000005
1694,TKT-001694,Triage,Tier 1,150.05313086628001,152.24172851223778,152.576635901354,2.1886,0.3349,0,2.5235000000000003
2678,TKT-002678,On-site repair,Field Ops,138.9392393670156,147.74074762593216,154.56640895478367,8.8015,6.8257,2,15.627200000000002
2678,TKT-002678,Verification,Tier 1,154.56640895478367,154.56640895478367,155.78544543462615,0.0,1.219,0,1.219
144,TKT-000144,Parts & dispatch,(unstaffed wait),117.41156383577102,117.41156383577102,155.86277974034385,38.4512,0.0,0,38.4512
1875,TKT-001875,On-site repair,Field Ops,151.21511227200264,154.56640895478367,157.8457179157365,3.3513,3.2793,2,6.6306
1875,TKT-001875,Verification,Tier 1,157.8457179157365,157.8457179157365,159.2647942416332,0.0,1.4191,0,1.4191
1694,TKT-001694,Remote diagnosis,Tier 2,152.576635901354,152.576635901354,159.798735763983,0.0,7.2221,0,7.2221
1694,TKT-001694,Verification,Tier 1,159.798735763983,159.798735763983,160.3927304051151,0.0,0.594,0,0.594
4117,TKT-004117,On-site repair,Field Ops,147.71863235616905,157.8457179157365,162.2876530519915,10.1271,4.4419,1,14.569
323,TKT-000323,Intake,(automated),163.38219551828058,163.38219551828058,163.38219551828058,0.0,0.0,0,0.0
4117,TKT-004117,Verification,Tier 1,162.2876530519915,162.2876530519915,164.68296053765357,0.0,2.3953,1,2.3953
323,TKT-000323,Triage,Tier 1,163.38219551828058,164.68296053765357,166.35743816853793,1.3008,1.6745,0,2.9753
144,TKT-000144,On-site repair,Field Ops,155.86277974034385,162.2876530519915,167.51693823779837,6.4249,5.2293,0,11.6542
144,TKT-000144,Verification,Tier 1,167.51693823779837,167.51693823779837,168.18969219269118,0.0,0.6728,0,0.6728
323,TKT-000323,Remote diagnosis,Tier 2,166.35743816853793,166.35743816853793,169.2800270128276,0.0,2.9226,0,2.9226
323,TKT-000323,Verification,Tier 1,169.2800270128276,169.2800270128276,170.06078254112197,0.0,0.7808,0,0.7808
552,TKT-000552,Intake,(automated),172.0886254334108,172.0886254334108,172.0886254334108,0.0,0.0,0,0.0
552,TKT-000552,Triage,Tier 1,172.0886254334108,172.0886254334108,172.40911504241603,0.0,0.3205,0,0.3205
552,TKT-000552,Remote diagnosis,Tier 2,172.40911504241603,172.40911504241603,173.29212415831992,0.0,0.883,0,0.883
552,TKT-000552,Verification,Tier 1,173.29212415831992,173.29212415831992,174.39031184427606,0.0,1.0982,0,1.0982
4186,TKT-004186,Intake,(automated),178.48876376519567,178.48876376519567,178.48876376519567,0.0,0.0,0,0.0
1310,TKT-001310,Parts & dispatch,(unstaffed wait),114.10734233000066,114.10734233000066,178.58821454267917,64.4809,0.0,0,64.4809
4186,TKT-004186,Triage,Tier 1,178.48876376519567,178.48876376519567,179.4372434499762,0.0,0.9485,0,0.9485
4186,TKT-004186,Remote diagnosis,Tier 2,179.4372434499762,179.4372434499762,181.07331606269994,0.0,1.6361,0,1.6361
4186,TKT-004186,Verification,Tier 1,181.07331606269994,181.07331606269994,182.2498968255966,0.0,1.1766,0,1.1766
2809,TKT-002809,Intake,(automated),186.22000117299862,186.22000117299862,186.22000117299862,0.0,0.0,0,0.0
1310,TKT-001310,On-site repair,Field Ops,178.58821454267917,178.58821454267917,186.41343606486245,0.0,7.8252,0,7.8252
2809,TKT-002809,Triage,Tier 1,186.22000117299862,186.22000117299862,186.57830185618442,0.0,0.3583,1,0.3583
1310,TKT-001310,Verification,Tier 1,186.41343606486245,186.57830185618442,187.60290445746085,0.1649,1.0246,0,1.1895
2977,TKT-002977,Intake,(automated),187.6614449368259,187.6614449368259,187.6614449368259,0.0,0.0,0,0.0
2977,TKT-002977,Triage,Tier 1,187.6614449368259,187.6614449368259,188.6440576031809,0.0,0.9826,0,0.9826
2809,TKT-002809,Remote diagnosis,Tier 2,186.57830185618442,186.57830185618442,189.878272435037,0.0,3.3,0,3.3
2977,TKT-002977,Remote diagnosis,Tier 2,188.6440576031809,188.6440576031809,191.2731601264651,0.0,2.6291,0,2.6291
4316,TKT-004316,Intake,(automated),192.13525700707666,192.13525700707666,192.13525700707666,0.0,0.0,0,0.0
4316,TKT-004316,Triage,Tier 1,192.13525700707666,192.13525700707666,192.53423275150178,0.0,0.399,0,0.399
1523,TKT-001523,Intake,(automated),192.975820414845,192.975820414845,192.975820414845,0.0,0.0,0,0.0
1523,TKT-001523,Triage,Tier 1,192.975820414845,192.975820414845,193.4792908248376,0.0,0.5035,0,0.5035
2020,TKT-002020,Intake,(automated),196.78273378714616,196.78273378714616,196.78273378714616,0.0,0.0,0,0.0
2020,TKT-002020,Triage,Tier 1,196.78273378714616,196.78273378714616,197.11028480076985,0.0,0.3276,0,0.3276
457,TKT-000457,Intake,(automated),199.23980567516347,199.23980567516347,199.23980567516347,0.0,0.0,0,0.0
366,TKT-000366,Intake,(automated),199.68115314677513,199.68115314677513,199.68115314677513,0.0,0.0,0,0.0
1523,TKT-001523,Remote diagnosis,Tier 2,193.4792908248376,193.4792908248376,199.6817163667384,0.0,6.2024,1,6.2024
457,TKT-000457,Triage,Tier 1,199.23980567516347,199.23980567516347,200.1307023492513,0.0,0.8909,1,0.8909
366,TKT-000366,Triage,Tier 1,199.68115314677513,200.1307023492513,200.70860301643646,0.4495,0.5779,0,1.0274
2020,TKT-002020,Remote diagnosis,Tier 2,197.11028480076985,199.6817163667384,201.7820698215277,2.5714,2.1004,2,4.6718
457,TKT-000457,Remote diagnosis,Tier 2,200.1307023492513,201.7820698215277,202.7023207453125,1.6514,0.9203,1,2.5717
4316,TKT-004316,Remote diagnosis,Tier 2,192.53423275150178,192.53423275150178,204.5804054910321,0.0,12.0462,0,12.0462
3044,TKT-003044,Intake,(automated),204.60079989498178,204.60079989498178,204.60079989498178,0.0,0.0,0,0.0
3167,TKT-003167,Intake,(automated),205.8571055447293,205.8571055447293,205.8571055447293,0.0,0.0,0,0.0
1250,TKT-001250,Intake,(automated),206.30494958809464,206.30494958809464,206.30494958809464,0.0,0.0,0,0.0
2020,TKT-002020,Verification,Tier 1,201.7820698215277,201.7820698215277,206.5185836911009,0.0,4.7365,4,4.7365
717,TKT-000717,Intake,(automated),206.8824190666307,206.8824190666307,206.8824190666307,0.0,0.0,0,0.0
366,TKT-000366,Remote diagnosis,Tier 2,200.70860301643646,202.7023207453125,207.01888095939026,1.9937,4.3166,0,6.3103
4316,TKT-004316,Verification,Tier 1,204.5804054910321,206.5185836911009,207.48569376223136,1.9382,0.9671,5,2.9053
3167,TKT-003167,Triage,Tier 1,205.8571055447293,207.48569376223136,207.9009085686907,1.6286,0.4152,4,2.0438
1250,TKT-001250,Triage,Tier 1,206.30494958809464,207.9009085686907,208.4466460315442,1.596,0.5457,3,2.1417
127,TKT-000127,Intake,(automated),208.99151116372192,208.99151116372192,208.99151116372192,0.0,0.0,0,0.0
2977,TKT-002977,Parts & dispatch,(unstaffed wait),191.2731601264651,191.2731601264651,209.0083616653862,17.7352,0.0,0,17.7352
717,TKT-000717,Triage,Tier 1,206.8824190666307,208.4466460315442,209.4638622009983,1.5642,1.0172,3,2.5814000000000004
127,TKT-000127,Triage,Tier 1,208.99151116372192,209.4638622009983,209.92659394452423,0.4724,0.4627,2,0.9351
1186,TKT-001186,Intake,(automated),210.09749728166932,210.09749728166932,210.09749728166932,0.0,0.0,0,0.0
3044,TKT-003044,Triage,Tier 1,204.60079989498178,209.92659394452423,210.43228865204685,5.3258,0.5057,2,5.8315
366,TKT-000366,Verification,Tier 1,207.01888095939026,210.43228865204685,210.75360432312044,3.4134,0.3213,1,3.7347
3167,TKT-003167,Remote diagnosis,Tier 2,207.9009085686907,207.9009085686907,211.38589561304062,0.0,3.485,3,3.485
1186,TKT-001186,Triage,Tier 1,210.09749728166932,210.75360432312044,211.39338516230802,0.6561,0.6398,0,1.2959
2977,TKT-002977,On-site repair,Field Ops,209.0083616653862,209.0083616653862,211.91542752227318,0.0,2.9071,0,2.9071
1049,TKT-001049,Intake,(automated),211.99275251120056,211.99275251120056,211.99275251120056,0.0,0.0,0,0.0
2977,TKT-002977,Verification,Tier 1,211.91542752227318,211.91542752227318,212.84145715357135,0.0,0.926,1,0.926
1250,TKT-001250,Remote diagnosis,Tier 2,208.4466460315442,208.4466460315442,213.13430450770628,0.0,4.6877,3,4.6877
1049,TKT-001049,Triage,Tier 1,211.99275251120056,212.84145715357135,213.2619034485999,0.8487,0.4204,0,1.2691
127,TKT-000127,Remote diagnosis,Tier 2,209.92659394452423,211.38589561304062,217.20044796829885,1.4593,5.8146,3,7.2739
1444,TKT-001444,Intake,(automated),218.08141974684096,218.08141974684096,218.08141974684096,0.0,0.0,0,0.0
1444,TKT-001444,Triage,Tier 1,218.08141974684096,218.08141974684096,218.38227661235703,0.0,0.3009,0,0.3009
717,TKT-000717,Remote diagnosis,Tier 2,209.4638622009983,213.13430450770628,218.830385210488,3.6704,5.6961,3,9.3665
1523,TKT-001523,Parts & dispatch,(unstaffed wait),199.6817163667384,199.6817163667384,219.1135711223998,19.4319,0.0,0,19.4319
2809,TKT-002809,Parts & dispatch,(unstaffed wait),189.878272435037,189.878272435037,219.21442777615863,29.3362,0.0,0,29.3362
2766,TKT-002766,Intake,(automated),219.57277115089676,219.57277115089676,219.57277115089676,0.0,0.0,0,0.0
