vertical,product,signal_type,date,value,source
education,Senpai,search_interest,2026-02,57.0,Google Trends (US)
education,Senpai,search_interest,2026-03,53.7,Google Trends (US)
education,Senpai,search_interest,2026-04,53.7,Google Trends (US)
education,Senpai,search_interest,2026-05,53.3,Google Trends (US)
education,Senpai,search_interest,2026-06,57.7,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-07,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-08,34.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-09,31.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-10,38.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-11,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2021-12,33.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-01,35.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-02,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-03,35.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-04,41.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-05,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-06,33.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-07,37.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-08,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-09,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-10,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-11,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2022-12,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-01,37.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-02,36.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-03,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-04,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-05,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-06,36.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-07,40.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-08,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-09,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-10,44.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-11,43.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2023-12,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-01,40.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-02,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-03,39.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-04,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-05,42.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-06,39.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-07,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-08,41.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-09,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-10,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-11,42.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2024-12,39.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-01,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-02,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-03,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-04,44.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-05,47.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-06,44.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-07,40.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-08,43.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-09,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-10,38.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-11,48.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2025-12,45.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-01,47.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-02,46.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-03,42.0,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-04,41.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-05,47.5,Google Trends (US)
indoor_security,Sentinel Prime AI,search_interest,2026-06,46.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-07,44.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-08,48.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-09,44.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-10,46.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-11,44.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2021-12,45.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-01,46.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-02,45.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-03,43.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-04,42.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-05,50.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-06,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-07,51.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-08,46.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-09,45.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-10,46.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-11,45.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2022-12,48.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-01,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-02,47.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-03,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-04,50.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-05,46.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-06,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-07,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-08,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-09,48.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-10,50.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-11,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2023-12,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-01,51.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-02,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-03,51.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-04,49.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-05,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-06,50.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-07,52.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-08,50.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-09,57.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-10,49.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-11,52.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2024-12,53.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-01,55.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-02,54.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-03,52.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-04,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-05,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-06,55.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-07,57.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-08,56.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-09,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-10,53.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-11,54.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2025-12,51.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-01,57.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-02,56.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-03,59.7,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-04,58.0,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-05,58.3,Google Trends (US)
outdoor_patrol,Aido Rover,search_interest,2026-06,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-07,42.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-08,48.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-09,41.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-10,48.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-11,46.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2021-12,47.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-01,44.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-02,43.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-03,44.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-04,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-05,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-06,50.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-07,47.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-08,46.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-09,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-10,51.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-11,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2022-12,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-01,46.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-02,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-03,49.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-04,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-05,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-06,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-07,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-08,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-09,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-10,50.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-11,50.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2023-12,50.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-01,48.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-02,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-03,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-04,52.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-05,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-06,52.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-07,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-08,54.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-09,54.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-10,52.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-11,58.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2024-12,53.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-01,56.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-02,54.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-03,57.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-04,51.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-05,56.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-06,57.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-07,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-08,57.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-09,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-10,59.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-11,53.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2025-12,58.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-01,57.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-02,56.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-03,58.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-04,62.5,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-05,60.0,Google Trends (US)
humanoid,Aido Humanoid,search_interest,2026-06,62.5,Google Trends (US)
eldercare,Fari,news_volume,2024-07,162.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2024-08,156.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2024-09,161.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2024-10,149.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2024-11,164.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2024-12,146.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-01,146.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-02,149.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-03,155.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-04,165.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-05,167.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-06,164.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-07,181.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-08,174.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-09,172.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-10,167.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-11,184.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2025-12,184.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-01,169.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-02,188.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-03,181.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-04,200.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-05,203.0,GDELT DOC 2.0 API
eldercare,Fari,news_volume,2026-06,193.0,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-07,-1.35,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-08,-1.6,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-09,-0.31,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-10,-1.03,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-11,-2.29,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2024-12,-2.15,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-01,-0.22,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-02,-1.59,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-03,-0.65,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-04,-0.75,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-05,-1.86,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-06,-1.97,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-07,-2.03,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-08,-0.85,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-09,-1.26,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-10,-0.18,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-11,-2.31,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-12,-1.5,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-01,-1.76,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-02,-0.77,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-03,-2.3,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-04,-0.3,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-05,-1.72,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-06,-0.22,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-07,81.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-08,90.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-09,108.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-10,99.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-11,89.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-12,99.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-01,111.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-02,112.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-03,93.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-04,107.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-05,100.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-06,114.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-07,102.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-08,94.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-09,96.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-10,107.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-11,121.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-12,113.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-01,121.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-02,97.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-03,122.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-04,117.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-05,113.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-06,130.0,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-07,-0.55,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-08,0.43,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-09,-1.13,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-10,-1.11,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-11,-1.57,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-12,-0.13,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-01,-0.77,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-02,0.11,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-03,-1.4,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-04,0.31,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-05,-0.15,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-06,0.59,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-07,-0.22,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-08,-0.23,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-09,-1.27,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-10,-1.2,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-11,-0.19,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-12,-0.32,GDELT DOC 2.0 API
