vertical,product,signal_type,date,value,source
eldercare,Fari,news_tone,2025-11,-2.31,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2025-12,-1.5,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-01,-1.76,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-02,-0.77,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-03,-2.3,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-04,-0.3,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-05,-1.72,GDELT DOC 2.0 API
eldercare,Fari,news_tone,2026-06,-0.22,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-07,81.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-08,90.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-09,108.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-10,99.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-11,89.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2024-12,99.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-01,111.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-02,112.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-03,93.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-04,107.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-05,100.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-06,114.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-07,102.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-08,94.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-09,96.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-10,107.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-11,121.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2025-12,113.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-01,121.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-02,97.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-03,122.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-04,117.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-05,113.0,GDELT DOC 2.0 API
education,Senpai,news_volume,2026-06,130.0,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-07,-0.55,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-08,0.43,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-09,-1.13,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-10,-1.11,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-11,-1.57,GDELT DOC 2.0 API
education,Senpai,news_tone,2024-12,-0.13,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-01,-0.77,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-02,0.11,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-03,-1.4,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-04,0.31,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-05,-0.15,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-06,0.59,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-07,-0.22,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-08,-0.23,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-09,-1.27,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-10,-1.2,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-11,-0.19,GDELT DOC 2.0 API
education,Senpai,news_tone,2025-12,-0.32,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-01,-0.16,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-02,0.1,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-03,0.51,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-04,0.39,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-05,0.57,GDELT DOC 2.0 API
education,Senpai,news_tone,2026-06,0.6,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-07,106.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-08,125.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-09,127.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-10,125.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-11,136.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2024-12,124.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-01,131.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-02,123.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-03,140.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-04,138.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-05,134.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-06,133.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-07,130.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-08,132.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-09,133.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-10,157.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-11,148.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2025-12,152.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-01,140.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-02,141.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-03,155.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-04,161.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-05,169.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_volume,2026-06,151.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-07,-0.66,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-08,-0.5,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-09,0.24,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-10,-1.0,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-11,-0.84,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2024-12,-1.1,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-01,-0.42,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-02,0.47,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-03,-0.03,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-04,-0.44,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-05,-1.45,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-06,-1.19,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-07,-0.65,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-08,0.04,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-09,-1.45,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-10,-0.45,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-11,0.21,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2025-12,-1.33,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-01,-0.36,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-02,-1.2,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-03,-0.72,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-04,-1.56,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-05,-1.36,GDELT DOC 2.0 API
indoor_security,Sentinel Prime AI,news_tone,2026-06,-0.18,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-07,122.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-08,146.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-09,135.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-10,139.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-11,149.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2024-12,152.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-01,157.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-02,150.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-03,144.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-04,167.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-05,149.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-06,163.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-07,160.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-08,174.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-09,163.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-10,169.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-11,162.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2025-12,191.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-01,171.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-02,193.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-03,190.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-04,188.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-05,187.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_volume,2026-06,203.0,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-07,-2.67,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-08,-1.82,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-09,-3.05,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-10,-2.66,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-11,-2.15,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2024-12,-1.56,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-01,-1.98,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-02,-2.97,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-03,-2.63,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-04,-2.2,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-05,-3.24,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-06,-2.19,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-07,-1.94,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-08,-2.13,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-09,-2.33,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-10,-2.36,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-11,-3.21,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2025-12,-3.36,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-01,-3.06,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-02,-1.34,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-03,-2.72,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-04,-1.33,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-05,-3.2,GDELT DOC 2.0 API
outdoor_patrol,Aido Rover,news_tone,2026-06,-1.79,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-07,47.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-08,54.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-09,49.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-10,51.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-11,62.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2024-12,63.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-01,52.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-02,63.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-03,80.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-04,74.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-05,57.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-06,74.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-07,77.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-08,86.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-09,88.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-10,88.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-11,81.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2025-12,64.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-01,88.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-02,75.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-03,95.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-04,74.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-05,87.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_volume,2026-06,79.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-07,-1.16,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-08,-0.53,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-09,-0.45,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-10,-1.56,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-11,-1.56,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2024-12,-1.13,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-01,-0.49,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-02,-2.62,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-03,-1.47,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-04,-2.5,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-05,-2.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-06,-1.5,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-07,-2.0,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-08,-0.86,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-09,-1.71,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-10,-1.32,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-11,-1.2,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2025-12,-0.98,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-01,-2.58,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-02,-1.88,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-03,-0.65,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-04,-0.63,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-05,-2.71,GDELT DOC 2.0 API
humanoid,Aido Humanoid,news_tone,2026-06,-1.07,GDELT DOC 2.0 API
